abundance	exp_mass	formula	class	group	C	H	O	N	S	P	Cl	neutral_mass	theor_mass	err_ppm	AE_ppm	NM	KM	KMD	DBE	O_C	H_C	DBEO	max_LA	actual_LA	rule_13	max_H	H_test	normalization		round_norm
20656662	167.1077569	C10H16O2	O2	CHO	10	16	2	0	0	0	0	168.1150334	167.1077533	0.021530949	0.021530949	167	166.9211629	0.078837092	3	0.2	1.6	1	12.93192537	12	0.92793607	22	0.727272727	0.00010775	6.444209429	6
8698455	168.0302171	C7H7NO4	NO4	CHNO	7	7	4	1	0	0	0	169.0374936	168.0302313	-0.083723711	0.083723711	168	167.8425931	0.157406926	5	0.571428571	1	1	13.00288521	12	0.922872102	16	0.4375	4.53732E-05	2.713636198	3
15182505	168.0666171	C8H11NO3	NO3	CHNO	8	11	3	1	0	0	0	169.0738936	168.0666168	0.002069277	0.002069277	168	167.8789524	0.121047563	4	0.375	1.375	1	13.00568409	12	0.922673495	18	0.611111111	7.91955E-05	4.736449765	5
4953792	168.9964913	C7H6O3S	O3S	CHOS	7	6	3	0	1	0	0	170.0037678	168.9964883	0.017535421	0.017535421	169	168.8077883	0.192211675	5	0.428571429	0.857142857	2	13.07721268	11	0.841157842	16	0.375	2.58401E-05	1.54542264	2
5735143	169.0143073	C7H6O5	O5	CHO	7	6	5	0	0	0	0	170.0215838	169.0142469	0.355661967	0.355661967	169	168.8255844	0.174415565	5	0.714285714	0.857142857	0	13.07857872	12	0.917530892	16	0.375	2.99158E-05	1.789178842	2
22217526	169.0506273	C8H10O4	O4	CHO	8	10	4	0	0	0	0	170.0579038	169.0506324	-0.029563453	0.029563453	169	168.8618639	0.138136112	4	0.5	1.25	0	13.0813776	12	0.917334578	18	0.555555556	0.000115892	6.931148437	7
5015376	169.0619163	C7H10N2O3	N2O3	CHNO	7	10	3	2	0	0	0	170.0691928	169.0618657	0.29742224	0.29742224	169	168.8731403	0.126859715	4	0.428571429	1.428571429	1	13.08224171	12	0.917273986	16	0.625	2.61614E-05	1.564634853	2
20169606	169.0870303	C9H14O3	O3	CHO	9	14	3	0	0	0	0	170.0943068	169.0870179	0.073340542	0.073340542	169	168.8982262	0.101773752	3	0.333333333	1.555555556	0	13.08417649	12	0.917138347	20	0.7	0.000105209	6.292263734	6
5530070	169.1234153	C10H18O2	O2	CHO	10	18	2	0	0	0	0	170.1306918	169.1234034	0.070399482	0.070399482	169	168.9345706	0.065429373	2	0.2	1.8	0	13.08697537	12	0.916942201	22	0.818181818	2.88461E-05	1.725202709	2
10464151	170.0458795	C7H9NO4	NO4	CHNO	7	9	4	1	0	0	0	171.053156	170.0458813	-0.010493867	0.010493867	170	169.8560048	0.143995212	4	0.571428571	1.285714286	0	13.15793521	12	0.911997194	16	0.5625	5.45834E-05	3.264476155	3
3619812	170.0822335	C8H13NO3	NO3	CHNO	8	13	3	1	0	0	0	171.08951	170.0822668	-0.194592361	0.194592361	170	169.8923182	0.107681797	3	0.375	1.625	0	13.1607341	12	0.911803241	18	0.722222222	1.88818E-05	1.12926409	1
3649343	170.9882127	C5H6N2OP2	N2OP2	CHNOP	5	6	1	2	0	2	0	171.9954892	170.9882594	-0.271070355	0.271070355	171	170.7972858	0.202714232	5	0.2	1.2	4	13.23042583	10	0.755833571	12	0.5	1.90358E-05	1.138476806	1
6916977	171.0121897	C7H8O3S	O3S	CHOS	7	8	3	0	1	0	0	172.0194662	171.0121384	0.298446063	0.298446063	171	170.821236	0.178764	4	0.428571429	1.142857143	1	13.23226268	11	0.831301514	16	0.5	3.60806E-05	2.157872768	2
10957717	171.0298997	C7H8O5	O5	CHO	7	8	5	0	0	0	0	172.0371762	171.0298969	0.016436177	0.016436177	171	170.8389262	0.161073772	4	0.714285714	1.142857143	-1	13.23362872	12	0.906780767	16	0.5	5.7158E-05	3.418452759	3
